Gene Name	SRR867740	SRR867737	SRR867735	SRR867739	SRR867736	SRR867738
FOXN3	865	585	620	484	709	595
METTL24	0	0	1	0	1	0
AKR7A2	896	653	650	461	777	720
MRTO4	1709	1850	1825	972	1907	1273
NNAT	63	32	36	17	36	39
USE1	377	232	236	192	239	292
MCF2L2	13	21	16	4	15	13
NRIP2	29	13	16	14	18	19
LAMA3	418	270	257	170	319	305
AP5M1	1165	665	726	601	913	769
ANAPC4	591	456	392	344	522	456
KCNQ1	119	106	115	48	107	82
TRAPPC3	1534	1323	1390	824	1475	1130
THRAP3	6328	4282	4921	3279	5194	4599
PHPT1	2822	1624	1714	1557	1882	2270
ENTPD2	5	2	2	4	1	0
LY75	25	14	19	9	14	7
ARID4B	2131	1267	1399	1144	1646	1509
OPN3	170	121	135	77	152	111
SDCCAG8	442	303	285	233	338	313
PTPRN	11	7	3	5	2	7
HHAT	83	133	121	41	161	70
KIF1B	2346	1647	1775	1191	1857	1640
FOXC1	412	315	397	222	406	305
TBC1D22A	656	476	456	298	423	498
SYNE2	5644	2851	2463	2834	3175	3906
PLEKHH1	235	52	54	142	61	197
ATP9A	3246	2063	2019	1555	2352	2410
SPO11	0	0	0	0	0	0
CBLN4	0	3	0	0	0	0
CHRDL2	9	13	7	5	13	12
FAM168A	1950	1082	1107	907	1310	1484
RELT	324	338	306	167	347	289
GALC	123	94	68	55	91	75
NOP58	3142	2768	2687	1733	3404	2215
SZRD1	3671	3108	3388	2011	3537	2959
KCNH2	0	5	2	0	0	0
CUL1	1743	1258	1381	853	1562	1147
FAM114A2	539	361	340	265	421	358
CYFIP2	575	239	177	305	210	438
TAB2	2190	1263	1361	1062	1651	1570
GINM1	780	447	491	452	570	550
EIF2AK2	11273	6269	7296	5812	8563	7567
USP36	1100	900	893	496	1148	874
KMT2C	2901	1469	1546	1354	1865	2138
MCOLN3	115	130	93	57	139	81
CCDC85A	52	66	67	32	53	51
PUM2	1261	734	777	653	909	841
MRPL43	954	809	760	469	965	614
ITIH4	1	3	0	2	0	1
ITIH1	0	6	0	0	0	0
HPF1	391	228	274	182	292	247
ZFR	6741	5783	5630	3301	7024	4663
ZNF280C	555	343	327	289	468	352
NPFFR2	0	2	0	1	0	0
PHF21B	0	2	0	0	0	0
TRAF1	74	43	24	28	49	51
RC3H2	6159	3873	3688	2995	4708	3936
IL17RB	101	62	62	47	60	83
TRAF3IP2	850	543	602	414	700	593
GYG2	5	7	4	2	7	2
DCBLD2	1862	1465	1565	967	1999	1329
SERPINB3	2	0	0	2	0	3
SOAT1	2609	2093	2181	1356	2715	1811
PKP2	69	91	75	17	92	42
MSH4	9	5	3	1	6	4
F7	0	2	0	1	0	1
GDI2	9180	6638	6523	4713	7924	6043
PRDM1	517	194	258	203	277	323
ATG5	1445	1032	1038	793	1206	957
TMCC3	280	104	118	131	172	224
PITHD1	1088	1003	977	543	1181	732
MTA3	667	372	368	315	467	410
USP13	738	791	799	436	931	565
ATP11B	1322	976	915	682	1284	842
LAMC2	70	56	47	45	55	60
CDK14	995	943	904	497	1160	617
SEC61A1	11440	8960	8926	5898	10857	8577
PPP1R12A	5227	3157	3350	2629	4147	3419
RASGRF1	2	12	3	0	1	1
CAMK2B	0	6	0	0	0	2
CROCC	526	287	322	315	225	456
POLR3E	1611	1460	1281	916	1527	1279
ATP2B4	7170	3783	3895	3378	4759	5111
ZC3H11A	26	5	13	8	9	18
RIOK2	1028	664	716	500	864	654
YIPF1	703	440	468	378	493	475
NDC1	2931	2535	2467	1488	3224	1958
DGKG	1	16	4	2	4	0
FLYWCH1	1854	1907	2139	979	1876	1412
UNKL	737	767	769	377	778	572
TBXAS1	33	39	36	27	30	42
PARP12	6925	4354	4023	3375	5537	5007
ALDH18A1	2556	1978	1835	1198	2167	1770
TARBP1	1174	827	822	546	906	744
GATB	651	575	652	332	720	533
MXD1	723	272	278	396	380	532
CDK17	1166	672	753	573	934	795
DNAJC25	219	171	147	120	177	174
SLC2A3	294	178	190	148	206	213
PSD	24	27	20	28	12	21
CTDP1	722	691	760	435	674	610
YBX3	2685	2001	2420	1265	2221	1936
STYK1	195	130	116	84	148	115
WNK1	10624	6177	6114	5384	8415	8269
RPS17P5	3	1	2	3	3	4
CCAR1	2533	1751	1995	1332	2412	1798
OGFR	8110	6177	7642	4978	5745	6549
GNA15	11	13	3	10	6	8
CREB3L3	0	1	1	0	4	0
PIGV	321	217	184	178	290	239
PTPRU	585	247	226	278	266	415
SNRNP40	2452	1953	1804	1164	2408	1620
RIMBP2	0	8	0	0	0	1
COL11A1	6	5	9	4	0	2
QSER1	3106	1754	1892	1521	2464	2081
MPC1	334	290	297	191	343	262
ACAA1	451	378	442	213	322	378
BCAT1	2976	2980	3054	1499	3731	1859
HDAC7	1716	1326	1509	907	1423	1349
LZTS1	1	3	1	0	0	0
PRDM6	45	17	15	24	21	25
WNT8A	0	0	0	0	0	0
SPAG4	88	39	37	49	29	67
NCKAP1	6078	3982	3987	3041	4821	4031
MRPS35	1945	1560	1521	982	1909	1291
GUCY1B1	0	4	0	2	2	0
SFSWAP	1205	855	870	657	954	866
TNK2	588	474	484	317	463	474
MON2	1183	710	790	602	764	769
CDH3	59	56	28	31	27	43
ARSF	0	3	0	0	0	0
GPBP1	4891	2329	2421	2442	3127	2912
DGAT2	53	37	24	23	35	38
ZNF112	284	177	195	161	233	181
CS	2488	2440	2395	1284	2842	1971
LTK	12	4	4	5	9	10
MRPS24	187	174	174	85	179	129
ELMO2	1280	887	933	659	958	1006
WAPL	2649	1843	1980	1330	2333	1794
VMP1	12372	6141	5505	6722	7949	8770
APPBP2	2239	1247	1257	1170	1589	1533
POLD1	3365	2532	2595	1710	2810	2592
SEZ6	38	18	4	12	9	28
EIF4B	4636	3697	3964	2299	4583	3012
SLC6A16	8	6	1	7	2	9
BICRA	64	40	25	34	24	47
SPHK2	340	245	282	163	294	286
RPL18	13242	9938	10310	6615	11430	9268
CA11	186	39	45	84	62	150
ISOC2	717	432	480	430	544	590
U2AF2	5400	4254	5137	2966	4750	4204
EPN1	2220	1692	2080	1239	1696	1853
MED29	2264	1325	1289	1342	1661	1887
AHRR	2412	2132	1975	1214	2438	1961
GSC2	0	1	0	0	0	0
ZNF275	559	334	349	233	392	407
MTMR1	1336	1011	975	686	1212	968
GPC1	4840	3422	3752	2354	3687	3769
ADCK1	106	65	74	58	66	77
HAGH	700	491	440	358	426	540
RNF4	2127	1527	1501	1043	1910	1520
CASP8	2703	1988	2081	1447	2527	1772
LIMCH1	12670	10033	10391	6500	11899	8810
INTS13	1985	1698	1805	990	2061	1285
TM7SF3	3047	2012	1865	1527	2650	2052
DLX3	6	5	14	1	14	8
SPA17	25	23	15	11	15	16
TSPAN32	1	3	2	0	2	0
CCN5	7120	3383	3618	3694	4058	5388
DMRT3	0	0	0	0	0	1
ST3GAL6	31	24	12	9	25	19
ATP2C2	14	9	13	8	6	10
NGFR	5	0	0	2	1	4
CDON	487	271	252	248	312	338
TAF2	2001	1240	1238	985	1579	1324
HIPK2	2144	1271	1338	1082	1580	1799
TNPO3	3996	3215	3296	2065	3708	2803
BORCS8-MEF2B	0	0	0	0	0	0
RFXANK	1075	681	623	608	756	913
TMEM161A	730	557	528	422	698	610
LPAR2	98	68	58	53	81	71
CTSA	3580	2074	2015	1736	2672	2698
SUGP2	2394	1534	1477	1238	1759	1836
SLC12A2	1636	1038	1041	805	1324	1077
SNX24	347	240	278	186	303	213
EYA2	2	3	0	1	0	0
CNN2	4472	4595	5298	2430	5244	3295
ABCA7	1334	617	589	662	685	1067
SNCAIP	1	3	2	1	1	2
DDX20	1359	1105	1018	728	1248	959
BTBD1	2809	2148	2267	1487	2820	1813
FAR2	535	387	349	270	475	328
BCAS1	2	5	1	0	0	0
POU1F1	1	1	0	1	2	0
CHI3L2	5	10	1	3	4	6
SBNO2	2747	2007	2051	1386	2050	2183
PMS1	517	300	354	259	390	293
HMG20B	3408	2031	2337	1752	2315	2534
CALCRL	19	19	12	12	17	19
TAF11	881	677	669	496	780	642
ANKS1A	1107	832	769	519	925	804
AP3D1	3297	3042	3056	1753	3304	2791
ZNF76	574	341	301	300	347	453
SLC9A3R2	1789	1233	1328	1010	1236	1446
NTHL1	596	602	561	381	520	554
UHRF1BP1	1488	1173	1196	742	1354	1111
GNAI3	6161	4567	4211	3163	5314	4042
IPO5	7892	8475	8098	3934	10285	5413
OAT	1419	1060	918	711	1283	930
WDR3	1912	1963	1897	998	2279	1342
PKN2	2852	1679	1687	1416	2084	1830
WDR18	583	579	551	341	575	565
TRAM2	3044	2432	2439	1373	3097	2068
NTN1	18	9	8	7	4	12
GLP2R	3205	1916	1882	1625	2540	2243
MCM10	1268	1027	1142	666	1375	958
DGKA	1071	503	429	536	584	783
ERBB3	18	10	15	15	17	13
ROPN1	0	1	0	0	0	0
ANKRD44	662	464	386	305	470	472
KARS1	5023	4394	4408	2525	5431	3454
ADAT1	792	618	619	392	710	602
PDIA5	514	365	346	255	404	353
TBC1D22B	483	285	281	272	327	340
NDUFB4	3046	1579	1652	1591	2098	2097
SPEN	1813	1081	1295	850	1300	1327
MYLK	170	184	209	88	204	98
ZC3H15	3582	2726	3018	1858	3481	2352
MAP2K4	1093	830	778	571	946	744
PACC1	520	465	468	251	575	323
SNAP91	4	12	3	2	3	2
SLK	3602	2136	2409	1884	2975	2388
CYB5R4	731	490	492	376	575	476
COL17A1	18	7	6	8	7	12
GSTO2	140	171	146	67	193	114
SEC61A2	234	148	137	128	210	167
PRKCQ	2	6	2	1	5	5
TLE2	17	11	3	7	2	9
ASB1	565	469	459	341	534	416
FAM107B	1828	695	858	847	883	1214
ME1	1925	1425	1451	934	1730	1228
TBC1D1	746	602	611	448	704	578
CDK13	2409	1460	1638	1195	1853	1700
MTHFD2	1711	1718	1721	928	2120	1162
SLC9A7	667	435	417	330	492	446
FOXJ2	804	434	488	422	604	624
YBX1	11312	10793	11217	5984	12514	8872
PDE4A	84	90	75	54	97	64
PPP2R5A	922	594	637	503	766	657
CTNNA2	160	20	12	74	14	102
ELAVL1	1563	1136	1219	748	1369	1085
TIE1	1	7	1	0	1	0
DIP2B	2753	1806	1779	1375	2242	2046
SMARCD1	2255	1652	1613	1113	2144	1616
KDM4A	837	590	685	448	605	677
NFYC	762	576	619	385	745	560
ZMYND12	5	5	1	2	2	2
SLC9A3	165	108	102	96	58	141
NGEF	691	376	398	348	412	527
ASPM	8021	5779	5734	4010	7332	5201
CD84	0	6	0	0	1	0
ELOVL1	3028	2474	2305	1519	3217	2271
SPI1	0	2	0	0	0	0
POLR1H	268	246	215	126	263	201
MPPED2	1	17	4	1	6	1
CLDN18	46	29	18	15	27	36
ZBTB11	1484	1026	980	749	1260	986
ATXN3	737	344	406	385	511	484
GOLGA5	1158	774	765	584	964	770
FGFR2	0	8	1	0	0	0
LRRC40	1286	974	921	685	1201	760
ISOC1	536	475	484	259	610	441
EML1	397	252	240	190	271	264
TRMT11	631	516	499	355	665	438
THUMPD1	2258	1440	1580	1155	1884	1424
MSANTD3	835	643	691	410	840	591
KIF26A	6831	6899	8305	3517	7242	5645
ATG2B	1124	774	731	612	954	801
ARFGEF1	1959	1187	1091	973	1481	1264
ACSM2B	0	4	0	1	0	0
ZFAT	929	527	514	470	646	675
MTFR1	901	614	589	422	703	528
STAG3	59	20	11	23	16	40
FECH	1124	1098	996	527	1224	773
MYO9A	1410	900	956	687	1146	954
DDX3Y	0	2	2	1	0	1
PFKP	7773	7846	8259	3990	7943	5812
IDI1	3386	3169	3262	1860	3989	2218
SP100	7775	4354	4560	3942	5084	5199
KLF6	1659	1392	1701	816	1371	1104
PLPP1	704	442	390	337	507	503
NEO1	72	49	36	38	51	67
TRAM1	7080	5161	5808	3796	6846	4583
PHKA1	718	463	449	370	545	539
TNFRSF1A	4663	2975	3097	2398	3627	3383
CACNB1	365	275	255	191	323	265
EVI5	781	505	606	396	615	550
STOML1	441	306	304	217	319	364
PKM	125344	91814	87595	64924	110883	94127
DHX29	1811	1264	1313	909	1533	1134
DNTTIP2	3070	2713	2732	1664	3247	2118
METTL22	353	280	240	232	302	295
TP53BP1	4496	3210	3088	2065	3756	3031
TRO	1	2	0	0	1	0
RRP15	996	870	944	510	1065	584
RHOA	11961	9935	10134	6050	12890	8241
DHX8	3091	2504	2261	1534	2840	2312
PMS2P4	9	2	5	7	16	8
PRKCZ	240	243	246	120	272	177
ZFY	3	2	1	1	0	2
IARS2	3247	2462	2641	1672	3003	2160
SYT1	116	65	48	65	82	101
NAV3	578	610	549	305	691	363
IDH3G	2128	1590	1458	1092	1837	1703
ROGDI	381	246	268	219	266	336
PDZD4	49	33	15	28	18	34
ATP2B3	1	1	0	0	0	0
ROCK1	2123	1278	1415	1035	1655	1350
CBFB	1744	1244	1221	939	1506	1203
PDK3	341	167	183	179	255	247
HYAL2	1268	805	822	658	1095	1001
HDAC4	661	408	504	331	529	586
RASSF1	745	580	567	427	618	562
FGFR3	133	106	128	87	107	103
IFI35	9984	7279	7571	5315	8606	7527
HEATR6	1045	814	771	468	995	721
COASY	1662	1139	1175	815	1299	1109
PLEKHH3	1198	766	856	701	817	1033
MEF2A	1792	1117	1121	862	1440	1225
OTUD5	2486	1541	1723	1253	1829	1826
TFE3	2480	1350	1517	1220	1572	1888
TBC1D25	443	266	325	205	316	361
ACSL4	4878	2776	2901	2502	3491	3083
INPP5A	568	397	369	292	452	422
GPKOW	1628	1096	1134	906	1102	1199
GRIPAP1	1902	1143	1377	1031	1156	1548
FTSJ1	3124	2517	2371	1524	2916	2164
PRR11	625	647	870	334	850	414
REEP1	82	85	69	43	103	55
ATP11A	589	481	489	283	591	516
POLR1A	1896	1829	1792	931	2004	1398
LAPTM4A	5541	2921	2900	2843	4059	3817
TTC7A	1840	1153	1136	891	1260	1401
IP6K2	1958	1215	1249	1041	1486	1577
STON1-GTF2A1L	0	0	0	0	0	0
SRBD1	496	379	385	280	518	362
KIF2A	1960	1248	1207	1007	1670	1260
RASGRP2	3	3	1	7	0	7
PSME4	2198	1465	1436	1066	1840	1508
IFT80	314	169	170	166	206	174
SIRT2	872	563	607	449	735	678
ERLEC1	1467	954	922	792	1126	979
PPP2R5B	503	285	248	290	301	380
PYGM	4	7	7	8	3	6
PAGE1	29	6	16	12	15	24
PITX1	1845	1574	1760	907	1650	1548
TRPC7	0	5	0	1	2	1
MAST4	1127	460	481	530	530	912
ADGRF5	0	3	0	0	0	0
SDK2	6	17	18	12	6	9
ADAM7	2	0	0	0	0	0
NUP133	2215	1569	1521	1235	1994	1526
NUCKS1	16930	11186	12237	8960	15142	11318
VPS35	4292	2831	3063	2164	3535	2754
DNAJA2	3104	2283	2430	1588	2812	1925
BCL3	362	158	214	195	192	355
KCNAB2	1048	735	817	590	834	798
ABCC9	1	4	0	1	2	2
GAL	191	237	325	104	277	151
CLEC2D	67	44	33	46	52	62
FUNDC1	813	525	488	385	607	519
MAOB	168	120	126	88	171	124
RORA	65	38	30	32	44	45
DRD4	0	1	0	2	1	1
TGFBR3	1624	1064	1089	907	1361	1178
PLA2G10	1	3	1	2	1	1
HES2	25	14	12	19	11	29
ATP1B3	1671	1482	1502	917	1538	1285
NEDD4	3087	2169	2120	1580	2780	1980
PIGB	480	329	321	258	454	365
MAPK6	1921	1680	1586	1027	2025	1333
GNB5	1516	1084	1101	781	1081	1150
RAB27A	307	142	182	145	183	217
HDHD5	505	520	499	304	495	416
UFD1	1010	768	734	522	929	780
LRP6	1304	824	802	673	1079	901
GUCY2C	2	3	2	1	4	3
SCT	0	0	0	3	0	0
PHRF1	1225	926	974	627	973	1008
ELP1	2219	1749	1642	1128	1881	1495
NUCB2	1720	764	833	852	1030	1110
PFN2	3056	2713	2692	1610	3521	2049
PTPN3	413	287	292	215	304	272
SPTB	16	23	16	13	14	30
DAPP1	70	15	14	41	36	46
FGF10	4	5	0	3	0	4
SLC44A1	4818	2013	1942	2410	2562	3324
TMEM260	403	199	212	189	244	249
SMG6	891	463	524	426	619	708
EXOC5	2330	1505	1679	1187	1911	1457
CLTCL1	608	461	436	258	518	401
FGF22	10	12	14	3	8	16
FSTL3	7336	7407	8564	3906	8037	5365
DGCR2	2550	1701	1682	1249	1956	1951
RNF126	732	659	794	383	804	564
MNT	437	271	268	208	243	435
ZXDC	526	457	394	289	501	407
JMJD6	627	675	704	393	652	540
POLB	400	277	291	193	293	263
ST6GALNAC1	6	4	0	3	0	1
WIPI1	332	176	163	154	200	233
FRMPD1	0	6	0	0	0	1
GBA2	1802	1264	1113	949	1319	1429
NDST1	3173	3240	3409	1418	3583	2337
ASNS	16	18	14	3	17	12
AP3M2	583	309	309	282	390	392
CNGB1	8	13	6	7	10	6
ST6GALNAC2	39	7	6	18	4	22
CHAT	1	0	0	0	1	0
PABPC1	2505	1718	1821	1201	2137	1850
TESK2	223	97	71	90	102	156
CFAP20	704	607	612	381	792	494
CSNK2A2	898	684	709	489	877	612
PTPN21	276	198	197	137	245	205
EIF2B3	860	749	617	436	799	566
CAMK2A	5	0	1	0	0	3
TCOF1	3985	3754	4773	2146	3888	3188
CDC42	66	38	39	24	48	27
OSBPL3	1958	1363	1325	965	1553	1309
EPHA8	1	5	0	0	0	0
SLC12A3	1007	559	593	549	629	825
RAD18	1301	877	833	660	1112	841
ATP2B1	2378	1975	2153	1277	2560	1568
TRPM5	3	6	1	1	2	1
NCK2	281	195	189	132	192	226
MAP4K4	3786	2238	2322	1946	2631	2784
MGAT4A	15	8	4	3	3	11
RPL31	10311	8100	7112	5480	8263	6951
WDR1	8591	8558	8445	4284	9288	6258
SNX13	1580	981	1010	804	1246	997
MS4A12	29	18	17	18	21	24
ARHGAP10	415	299	317	212	381	307
RPS6KA2	1763	1988	1892	821	2203	1301
ING3	683	426	416	351	537	416
VASH1	12	12	21	10	12	25
LMCD1	37	22	17	20	18	26
BUD23	1997	1832	2107	1042	1928	1379
SEL1L	2877	2269	2207	1403	2825	1797
TRIP13	5148	4908	4812	2553	6063	3564
ATP6AP1	3803	2240	2138	1979	2753	3025
TCF3	2195	1754	2001	1149	2006	1761
TRIB2	11	25	20	6	24	15
DAZAP1	2880	2203	2598	1513	2619	2143
MBD3	1891	1466	1507	1100	1673	1507
PRLH	0	2	0	0	0	0
HLTF	1916	1089	1165	968	1508	1231
FAM50A	2644	2154	2444	1524	2065	2242
FAM3A	1029	825	850	563	865	811
CPSF1	2328	1836	1749	1160	1590	1935
MYO3B	1	10	0	0	0	1
CYBRD1	3317	1733	1724	1701	2383	2083
CDH19	32	36	40	13	57	17
PDCD2	1462	1139	1092	735	1224	941
SLC6A15	666	630	622	366	773	447
RDH11	2816	2027	2137	1465	2592	1770
PRKACA	1365	884	943	655	1084	1047
ADGRL1	263	133	125	136	144	208
SPP2	0	0	0	0	0	0
ACTN1	9614	9618	9878	4624	9836	7239
ZFYVE26	5589	3379	3129	2552	4285	3956
RPS6KA6	1	1	0	0	0	1
EPN2	428	335	322	251	412	365
PTPN18	313	239	264	170	290	262
LIMS2	340	340	389	182	416	259
ASIC4	4	3	1	2	2	2
SPEG	629	342	369	330	343	535
LNX1	191	124	93	123	137	139
ALDH3A2	6390	3373	3329	3474	4111	4548
TFRC	4936	8824	8202	2514	10255	3185
SREBF1	4792	2292	2335	2500	2523	3961
TRPC5	2	5	0	1	1	3
AFF4	5662	3377	3411	2599	4281	3850
UBE2D1	280	156	162	166	236	189
MPP5	2205	2345	2376	1100	2809	1444
RHOBTB1	850	585	661	393	756	625
SMC1A	7431	4944	5587	3860	5472	5736
HSD17B10	3163	2601	2478	1698	2660	2482
MARK2	988	656	925	511	828	760
HMMR	1068	868	977	538	1236	719
CHFR	784	526	522	437	572	618
TRHDE	13	16	7	6	12	18
P4HA2	3721	2136	2000	1873	2360	2532
FCGR2B	0	6	0	0	0	0
NFATC3	1791	1145	1144	956	1552	1297
TRNT1	660	458	548	332	603	468
ACADVL	6913	4229	4246	3845	4800	5461
STK10	899	754	810	530	775	770
FBXW11	2177	1535	1373	1159	1952	1545
ACAP1	107	69	77	47	76	97
CRMP1	299	173	161	123	205	212
EVC	612	386	434	306	523	513
DERL2	1540	1181	1177	801	1609	1017
SIDT1	39	14	14	12	15	23
NDE1	889	560	668	464	628	631
IRAG1	8	11	5	4	6	4
TMEM38A	80	70	62	41	58	56
AP1M1	1582	1305	1284	797	1480	1266
PVR	3819	3857	3983	1955	4045	2866
XRCC1	1092	600	689	552	710	785
SCARB1	2568	2183	2220	1196	2631	2025
CYP2W1	39	7	10	23	10	37
MCM2	5452	5362	5201	2921	5480	4176
MOV10L1	64	30	21	42	27	42
PANX2	247	142	142	114	161	204
SELENOO	617	587	523	292	579	505
TP63	48	51	45	17	59	28
ALPK1	445	246	224	209	281	290
LLGL2	271	197	171	151	219	204
PDE8A	1645	1107	1012	813	1309	1081
CLCN4	244	328	353	120	350	177
NLE1	592	624	534	319	723	471
SDHA	9254	7143	6675	4628	7632	6843
SMARCE1	392	227	210	190	271	254
FNDC8	0	2	2	0	0	1
GSDMB	90	32	34	45	34	87
KDM5A	4775	3291	3311	2438	4048	3372
ADAM11	42	39	24	20	36	26
PPP2R3A	346	226	185	190	263	237
FERMT2	10788	9577	9470	5535	11676	7059
ABCB11	205	85	95	105	126	150
DHRS9	171	74	56	107	80	113
CD5L	2	3	1	2	4	0
PTGS2	341	205	219	184	304	234
IGF2BP2	156	140	164	88	176	133
MAP3K13	591	455	418	344	546	410
ST6GAL1	58	30	40	36	36	37
TBX21	0	0	1	0	0	1
VDAC1P1	135	118	96	69	154	90
FRY	351	230	162	214	243	274
PICALM	5757	3964	4096	2838	4721	3853
NSF	954	900	757	498	1031	668
GLI2	488	467	530	304	600	410
CLASP1	2083	1722	1629	988	2073	1535
MRPS34	2094	2297	2486	1143	2154	1748
NOTCH3	7347	3518	3581	3494	3910	6338
CLNS1A	2646	2443	2426	1376	2925	1872
PPP2R2C	44	66	78	23	79	38
TEAD2	1294	720	701	639	868	956
EED	848	657	579	382	652	570
CDHR2	10	5	3	3	0	5
SNCB	0	0	0	0	0	0
TSG101	1477	1003	1058	740	1248	951
NCBP3	1395	1063	1229	788	1382	1064
ATP2A3	476	208	255	223	191	345
CA12	3058	2959	2924	1640	3728	2351
MGLL	5075	3770	3869	2490	4666	3604
NTN4	1598	1406	1213	789	1467	1044
BCS1L	535	575	519	269	672	427
NUAK1	1963	2078	2164	920	2441	1427
DPP8	1551	989	1055	791	1190	1013
SLC24A1	193	151	105	116	135	155
ZNF532	2143	1239	1199	999	1421	1620
SCARF1	9	4	0	2	4	5
LMAN1	6328	4875	5003	3227	5843	3954
HACD3	7436	5635	5443	3779	7170	5021
IPCEF1	0	2	2	0	1	1
ZZEF1	2300	1625	1552	984	1890	1575
NOX3	1	2	0	0	1	0
ENO1	79067	69414	66320	41098	78005	58992
SLC12A1	4	10	1	2	1	1
MYDGF	2659	2188	2547	1514	2181	1994
ANO8	260	147	133	125	144	227
TUBE1	201	184	213	108	260	164
ARHGEF10L	1026	659	667	502	698	693
TXK	15	7	4	5	5	6
WSCD2	0	2	0	0	0	0
KCNQ2	1	11	0	0	0	1
TACR2	19	17	5	16	14	20
ACTR6	670	505	470	383	574	382
TIPIN	767	701	668	362	882	512
SRI	2568	1623	1597	1275	1911	1626
EIF4G3	3603	1960	2105	1847	2384	2659
NUP37	745	552	485	334	651	421
SEMA3A	1224	990	964	620	1286	814
GTSE1	781	637	734	387	783	550
SEMA3C	7315	4869	4799	3741	6128	4609
TTC38	1319	1057	995	696	1161	943
ACAT1	872	776	729	465	881	628
GRAMD4	424	236	248	204	253	323
CELSR1	1592	1210	1286	668	1171	1250
WNT8B	6	3	1	1	0	0
ZNF638	5567	3140	3076	2646	4067	3571
SLC25A40	558	284	318	283	388	319
TIMM21	529	430	478	269	516	361
ADD2	74	18	7	32	6	64
FGF4	0	3	0	0	0	0
RASAL2	1907	1404	1431	919	1758	1271
VPS9D1	195	89	119	108	113	142
ZNF37A	914	501	557	436	664	562
MARK3	1885	1346	1411	998	1543	1374
SLC25A3	9150	8925	8623	4852	10782	6768
FNDC3B	3943	3028	3091	1990	3794	2677
FOSL2	7659	5342	5876	3990	6837	5690
CACNG5	0	0	0	0	0	0
CACNG4	299	175	178	135	214	214
FRYL	2345	1485	1279	1154	1905	1560
TMEM131	825	518	612	414	635	599
FSCN1	8460	7484	8736	4265	8411	6506
ACTB	95282	80870	76946	48836	107489	72711
MOCOS	1818	1344	1358	938	1546	1347
PLD1	588	410	379	303	472	421
ATP12A	0	2	0	0	0	0
WDR62	1063	826	753	519	931	895
DLG1	2265	1941	1808	1178	2362	1563
RAB7A	1506	1332	1657	756	1656	1193
BCAP29	1530	907	1021	820	1193	971
SEC31B	136	71	53	75	92	101
SART3	2448	2069	2110	1307	2092	1828
ARHGAP15	8	10	3	3	2	3
TUBA3D	8	2	1	1	2	6
PAX2	0	5	0	1	1	0
EXOSC7	816	787	697	396	882	495
KIFAP3	1057	593	586	552	707	705
MKRN2	1104	970	1004	594	1165	798
MCM6	2378	2145	2154	1196	2173	1655
REXO2	1374	1217	1260	767	1317	983
RBM7	517	290	319	275	415	307
RBMS2	2359	1338	1461	1159	1753	1724
BAZ2A	2872	1679	1963	1347	2081	2357
PTPN23	812	633	619	414	686	693
MLH1	1954	1561	1431	984	1926	1353
UNG	853	750	800	408	938	588
FMO4	12	15	11	7	9	3
KLHL20	1236	669	708	575	865	769
RGS11	36	22	17	16	12	23
SLC46A1	323	213	246	170	258	252
PLXNA2	2433	952	926	1235	1025	1956
SPAG5	2666	2169	2106	1307	2633	1825
ANKRD13A	1072	705	684	608	890	768
TPD52	3545	2882	3383	1766	3699	2111
ACACB	431	259	260	218	296	358
TRAF4	2040	1638	1531	1000	1801	1571
PAG1	96	82	78	39	91	67
GPATCH1	498	342	346	271	387	339
ICAM3	0	1	0	0	0	0
NT5C2	1444	1004	934	752	1183	1031
MCAM	9005	7377	7513	4693	8566	6957
GPC4	1	7	5	0	7	0
MBNL3	1349	953	1087	626	1248	882
CAMSAP3	16	9	9	8	2	8
RAP1GAP	159	196	188	82	198	146
XAB2	1454	1181	1159	813	1251	1157
ARHGEF1	1465	1124	1350	847	1117	1214
STXBP2	224	124	151	106	118	200
MAP2K7	661	407	513	352	452	572
NMRK2	0	0	1	0	0	0
DGKD	6305	4040	3782	2991	4786	4765
CTTNBP2	95	82	85	43	105	62
ACTL6B	0	0	0	0	0	0
RARB	8	9	12	6	12	13
TOP2B	4160	2695	2867	2059	3392	2702
TM9SF3	4590	3000	3272	2469	3887	3014
NFKB2	982	1224	1305	550	1171	772
UBE2T	1348	960	864	661	1146	906
PPP1R12B	1063	545	502	541	700	787
DNAJC10	4555	3141	3273	2272	4262	2890
GTF3C1	4345	3819	3898	2079	4058	3341
IL4R	192	141	127	101	149	146
USP33	4292	2240	2333	2218	2771	2741
PAK3	38	93	88	23	93	36
CAPN6	0	4	6	1	9	0
DCX	0	1	0	0	1	0
SNRPA	1713	1121	1177	801	1415	1239
SPAG6	0	5	2	0	4	0
EXOSC5	620	383	465	302	505	441
DYNC1I2	1820	1288	1464	918	1636	1245
APBB1IP	6	8	7	4	4	7
LRCH4	235	177	162	114	160	215
FAM76B	745	367	466	410	537	523
SIRT6	426	359	402	178	385	309
TYR	1	0	0	0	0	0
POLD3	1858	1116	1126	921	1459	1285
ACTN2	6	5	1	1	3	2
CAPZB	2341	1682	1938	1131	2120	1850
GPR137B	47	36	36	29	54	47
NAALAD2	20	10	17	11	13	16
JADE1	2347	1758	1868	1190	2054	1657
SLC25A43	555	478	505	291	624	361
UBE2A	2206	1263	1421	1070	1501	1566
FGFR1	494	612	587	206	722	381
FKBP6	0	4	2	1	0	0
SMC1B	25	8	7	16	6	23
