# Argument List:
# Name = demo
# peak file = Analysis/MAX_HeLa_S3_chip_seq.bed
# distance = 100000 bp
#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr19	49490906	49490972	NR_000019	1.554	+	SNORD34	429
chr1	225922079	225922142	NR_106799	1.554	-	MIR6741	430
chr5	42985398	42993333	NR_104643	1.553	-	FLJ32255	431
chr11	10304979	10307402	NM_001124	1.551	+	ADM	432
chr11	2928272	2929420	NM_003311	1.548	-	PHLDA2	433
chr7	1614469	1616692	NR_001288	1.548	+	TFAMP1	434
chr19	49491174	49491260	NR_000018	1.548	+	SNORD35A	435
chr1	153689704	153689793	NR_107050	1.546	-	MIR8083	436
chr3	160404744	160404825	NR_029525	1.540	+	MIR16-2	437
chr7	151429969	151440013	NM_144727	1.539	-	CRYGN	438
chr5	173232103	173235312	NM_001166176	1.539	-	NKX2-5	439
chr5	173232103	173235312	NM_001166175	1.539	-	NKX2-5	440
chr5	173232103	173235312	NM_004387	1.539	-	NKX2-5	441
chr11	65040903	65044828	NM_013299	1.539	+	SAC3D1	442
chr15	64151716	64157481	NR_073534	1.538	+	SNX22	443
chr15	64151716	64157481	NM_024798	1.538	+	SNX22	444
chr16	692499	705825	NM_153350	1.538	-	FBXL16	445
chr1	32362260	32364323	NM_052841	1.537	+	TSSK3	446
chr1	32361269	32362243	NM_001167676	1.536	-	FAM229A	447
chr19	1397810	1401570	NM_138924	1.534	-	GAMT	448
chr19	1397025	1401570	NM_000156	1.534	-	GAMT	449
chr3	160404587	160404685	NR_029663	1.534	+	MIR15B	450
chr19	1248552	1259143	NM_177401	1.534	+	MIDN	451
chr15	73917467	73928248	NR_040069	1.533	-	LOXL1-AS1	452
chr15	73917467	73928248	NR_040068	1.533	-	LOXL1-AS1	453
chr14	100939555	100939629	NR_003234	1.533	+	SNORD113-6	454
chr1	155234447	155244862	NM_001171811	1.532	-	GBA	455
chr1	155234447	155244862	NM_001005742	1.532	-	GBA	456
chr1	155234447	155244862	NM_001005741	1.532	-	GBA	457
chr19	49453215	49471048	NM_001145396	1.531	+	ALDH16A1	458
chr19	49453215	49471048	NM_153329	1.531	+	ALDH16A1	459
chr15	73917467	73927960	NR_040070	1.529	-	LOXL1-AS1	460
chr21	44768579	44801836	NM_182688	1.528	-	UBE2G2	461
chr21	44768579	44801836	NM_001202489	1.528	-	UBE2G2	462
chr21	44768579	44801836	NM_003343	1.528	-	UBE2G2	463
chr2	38919362	38975449	NM_001145451	1.528	+	ARHGEF33	464
chr15	73917467	73927786	NR_040067	1.526	-	LOXL1-AS1	465
chr15	73917467	73927786	NR_040066	1.526	-	LOXL1-AS1	466
chr19	6210380	6279948	NM_005934	1.523	-	MLLT1	467
chr6	30727733	30742676	NM_005803	1.521	-	FLOT1	468
chr6	30743198	30744550	NM_003897	1.520	-	IER3	469
chr21	44999207	45004727	NR_024089	1.519	-	LINC00162	470
chr20	3795738	3806121	NM_004358	1.516	+	CDC25B	471
chr20	3795738	3806121	NM_001287522	1.516	+	CDC25B	472
chr20	3795738	3806121	NM_001287520	1.516	+	CDC25B	473
chr20	3795738	3806121	NM_001287519	1.516	+	CDC25B	474
chr20	3795738	3806121	NM_021873	1.516	+	CDC25B	475
chr20	3795738	3806121	NM_021872	1.516	+	CDC25B	476
chr14	100936490	100936564	NR_003232	1.512	+	SNORD113-4	477
chr14	100941125	100941201	NR_003235	1.509	+	SNORD113-7	478
chr21	44802240	44804716	NR_109928	1.509	+	LINC01424	479
chr15	73926447	73952137	NM_005576	1.508	+	LOXL1	480
chr17	8140469	8152435	NM_002616	1.506	-	PER1	481
chr20	36651765	36746138	NR_038370	1.506	-	NDRG3	482
chr20	36651765	36746138	NM_032013	1.506	-	NDRG3	483
chr20	36651765	36746138	NM_022477	1.506	-	NDRG3	484
chr3	149129583	149173518	NM_032383	1.505	+	HPS3	485
chr16	66566390	66579135	NM_181296	1.505	+	CMTM1	486
chr16	66566390	66579135	NM_181283	1.505	+	CMTM1	487
chr16	66566390	66579135	NM_181272	1.505	+	CMTM1	488
chr16	66566390	66579135	NM_181271	1.505	+	CMTM1	489
chr16	66566390	66579135	NM_181270	1.505	+	CMTM1	490
chr16	66566390	66579135	NM_181269	1.505	+	CMTM1	491
chr16	66566446	66579135	NM_181268	1.503	+	CMTM1	492
chr16	66566446	66579135	NM_052999	1.503	+	CMTM1	493
chr1	156114669	156137866	NM_005572	1.502	+	LMNA	494
chr1	156114669	156140089	NM_001282626	1.502	+	LMNA	495
chr1	156114669	156140089	NM_170708	1.502	+	LMNA	496
chr1	156114669	156140089	NM_170707	1.502	+	LMNA	497
chr7	155070323	155087392	NM_024012	1.495	+	HTR5A	498
chr11	27365960	27472787	NM_018490	1.489	-	LGR4	499
chr11	65640120	65650920	NM_153253	1.485	+	SIPA1	500
chr7	155067068	155071557	NR_038945	1.485	-	HTR5A-AS1	501
chr9	132878902	132890031	NM_018956	1.483	+	C9orf9	502
chr16	87834591	87834660	NR_106833	1.482	-	MIR6775	503
chr16	24919383	25015378	NM_018054	1.478	-	ARHGAP17	504
chr16	24919383	25015378	NM_001006634	1.478	-	ARHGAP17	505
chr9	132725577	132878811	NM_152572	1.478	-	AK8	506
chr1	151800264	151805442	NM_001004432	1.477	-	LINGO4	507
chr11	68038994	68050899	NM_006019	1.474	+	TCIRG1	508
chr19	12852259	12852327	NR_106852	1.469	+	MIR6794	509
chr7	151433488	151433639	NR_037468	1.469	-	MIR3907	510
chr11	47980557	48170842	NM_002843	1.469	+	PTPRJ	511
chr11	47980557	48132714	NM_001098503	1.469	+	PTPRJ	512
chr11	85855100	85920020	NM_001286159	1.468	+	CCDC83	513
chr11	85855100	85920020	NM_173556	1.468	+	CCDC83	514
chr11	47437756	47449178	NM_032645	1.467	-	RAPSN	515
chr11	47437756	47449178	NM_005055	1.467	-	RAPSN	516
chr8	22053554	22082527	NM_001114137	1.467	+	DMTN	517
chr14	100943450	100943523	NR_003236	1.467	+	SNORD113-8	518
chr21	44849584	44873903	NR_104597	1.466	-	PTTG1IP	519
chr21	44849584	44873903	NM_001286822	1.466	-	PTTG1IP	520
chr21	44849584	44873903	NM_004339	1.466	-	PTTG1IP	521
chr12	53326575	53336383	NM_001173467	1.465	-	SP7	522
chr1	169394869	169460669	NM_001300968	1.465	-	CCDC181	523
chr12	53326575	53335753	NM_152860	1.463	-	SP7	524
chr19	49496364	49499712	NM_001015	1.461	+	RPS11	525
chr19	49119388	49151030	NM_003660	1.460	+	PPFIA3	526
chr19	49119388	49151030	NR_103842	1.460	+	PPFIA3	527
chr11	62612740	62615121	NM_000327	1.457	+	ROM1	528
chr11	62602218	62612765	NM_153265	1.456	-	EML3	529
chr11	62602218	62612765	NM_001300793	1.456	-	EML3	530
chr11	62602218	62612765	NM_001300794	1.456	-	EML3	531
chr19	49446292	49451858	NM_017916	1.456	-	PIH1D1	532
chr9	131125560	131234670	NM_005085	1.453	+	NUP214	533
chr14	35538351	35809226	NM_194301	1.452	-	RALGAPA1	534
chr14	35548507	35809226	NM_001283044	1.452	-	RALGAPA1	535
chr14	35538351	35809226	NM_001283043	1.452	-	RALGAPA1	536
chr14	35538351	35809226	NM_014990	1.452	-	RALGAPA1	537
chr19	49118396	49119140	NM_018111	1.451	-	C19orf73	538
chr11	65170235	65173217	NM_001008778	1.448	+	SPDYC	539
chr9	33252470	33264761	NM_004323	1.448	-	BAG1	540
chr9	33252470	33264761	NM_001172415	1.448	-	BAG1	541
chr9	130713880	130887675	NM_007313	1.446	+	ABL1	542
chr5	43376645	43412391	NM_001301873	1.446	-	CCL28	543
chr5	43376645	43412391	NM_001301874	1.446	-	CCL28	544
chr5	43379194	43412391	NM_148672	1.446	-	CCL28	545
chr21	30396073	30396820	NM_181599	1.445	+	KRTAP13-1	546
chr9	33264878	33282069	NM_016410	1.443	+	CHMP5	547
chr9	33264878	33282069	NM_001195536	1.443	+	CHMP5	548
chr2	11539953	11588229	NM_148903	1.442	+	GREB1	549
chr11	65638106	65650920	NM_006747	1.441	+	SIPA1	550
chr3	195863364	195909009	NM_005781	1.440	-	TNK2	551
chr6	961002	1101332	NR_027115	1.438	-	LOC285768	552
chr6	961002	1101332	NR_027116	1.438	-	LOC285768	553
chr8	22054816	22082527	NM_001114136	1.437	+	DMTN	554
chr8	22054816	22082527	NM_001114139	1.437	+	DMTN	555
chr8	22054816	22082527	NM_001302817	1.437	+	DMTN	556
chr9	137551856	137552555	NM_032477	1.435	+	MRPL41	557
chr13	30906174	30925572	NM_032849	1.431	+	MEDAG	558
chr17	80260860	80398781	NM_001256071	1.431	+	RNF213	559
chr17	80260860	80321462	NM_020954	1.431	+	RNF213	560
chr1	145289899	145405778	NM_001278267	1.430	-	NBPF20	561
chr2	85657316	85668741	NM_000542	1.429	-	SFTPB	562
chr2	85657316	85668741	NM_198843	1.429	-	SFTPB	563
chr21	40212351	40212431	NR_039917	1.428	-	MIR4760	564
chr11	68042979	68050899	NM_006053	1.425	+	TCIRG1	565
chr16	761072	768865	NM_013404	1.422	+	MSLN	566
chr17	64500773	64500839	NR_039891	1.421	-	MIR3064	567
chr8	41646309	41647359	NM_152568	1.421	-	NKX6-3	568
chr12	46764760	46825997	NM_001143824	1.418	-	SLC38A4	569
chr12	46764760	46825997	NM_018018	1.418	-	SLC38A4	570
chr16	89561429	89561501	NR_002450	1.417	+	SNORD68	571
chr20	3800061	3806121	NM_001287524	1.417	+	CDC25B	572
chr16	760765	768865	NM_001177355	1.416	+	MSLN	573
chr16	760764	768865	NM_005823	1.416	+	MSLN	574
chr20	3786771	3806121	NM_001287518	1.416	+	CDC25B	575
chr20	3786771	3806121	NM_001287516	1.416	+	CDC25B	576
chr20	3786771	3806121	NM_001287517	1.416	+	CDC25B	577
chr17	64501213	64501313	NR_039969	1.414	-	MIR5047	578
chr9	137459951	137550569	NM_001098537	1.413	-	PNPLA7	579
chr9	137459951	137550569	NM_152286	1.413	-	PNPLA7	580
chr20	3783850	3786690	NM_001810	1.412	-	CENPB	581
chr7	1530731	1543043	NM_002360	1.411	+	MAFK	582
chr11	66843411	66846532	NM_005133	1.410	+	RCE1	583
chr11	66843411	66846532	NM_001032279	1.410	+	RCE1	584
chr16	89560710	89566829	NM_033251	1.410	+	RPL13	585
chr16	89560656	89566829	NM_000977	1.409	+	RPL13	586
chr16	89560656	89566829	NM_001243131	1.409	+	RPL13	587
chr16	89560656	89566829	NM_001243130	1.409	+	RPL13	588
chr11	65636309	65636369	NR_039839	1.409	+	MIR4690	589
chr19	44259879	44275317	NM_001207005	1.408	+	ZNF233	590
chr19	1065922	1087831	NM_001258328	1.407	+	HMHA1	591
chr19	44259913	44275317	NM_181756	1.407	+	ZNF233	592
chrX	13689120	13709826	NM_004251	1.406	+	RAB9A	593
chrX	13689120	13709826	NM_001195328	1.406	+	RAB9A	594
chr16	73126637	73144447	NM_207385	1.404	-	C16orf47	595
chr19	49061139	49063867	NM_006179	1.404	-	NTF4	596
chr2	11540604	11540677	NR_039627	1.403	-	MIR4429	597
chr14	100929918	100929989	NR_003231	1.403	+	SNORD113-3	598
chr3	11225982	11263253	NM_001098211	1.402	+	HRH1	599
chr19	49497718	49497805	NR_001285	1.402	+	SNORD35B	600
chr15	40978880	41116246	NM_017553	1.400	-	INO80	601
chr15	40978880	41116246	NR_104038	1.400	-	INO80	602
chr3	160400558	160434953	NM_005496	1.397	+	SMC4	603
chr2	28894642	28948220	NM_015131	1.395	+	WDR43	604
chr9	131096475	131123152	NR_033701	1.394	+	AIF1L	605
chr9	131096475	131123152	NM_031426	1.394	+	AIF1L	606
chr9	131096475	131123152	NM_001185096	1.394	+	AIF1L	607
chr9	131096475	131123152	NM_001185095	1.394	+	AIF1L	608
chr16	4324647	4328340	NR_110901	1.394	-	GLIS2-AS1	609
chr3	194203015	194206307	NR_125404	1.393	-	LOC100505920	610
chr16	4332223	4339597	NM_032575	1.391	+	GLIS2	611
chr11	62270154	62273157	NM_002411	1.391	+	SCGB2A2	612
chr17	64477784	64497066	NM_007215	1.389	-	POLG2	613
chr19	3976055	3985463	NM_001961	1.388	-	EEF2	614
chr14	100927341	100927412	NR_003230	1.387	+	SNORD113-2	615
chr14	100924820	100924890	NR_003229	1.386	+	SNORD113-1	616
chr19	1067165	1087831	NM_012292	1.386	+	HMHA1	617
chr5	135334380	135399238	NM_138610	1.384	-	H2AFY	618
chr5	135334380	135399238	NM_138609	1.384	-	H2AFY	619
chr5	135334380	135399238	NM_001040158	1.384	-	H2AFY	620
chr19	1107633	1174283	NM_014963	1.382	-	SBNO2	621
chr20	34560541	34677285	NM_080476	1.381	-	PIGU	622
chr8	22057863	22082527	NM_001114135	1.380	+	DMTN	623
chr1	161120977	161132688	NM_032998	1.379	-	DEDD	624
chr1	161120977	161132688	NM_001039711	1.379	-	DEDD	625
chr1	161120977	161132466	NM_001039712	1.376	-	DEDD	626
chr10	69572034	69573454	NM_020999	1.376	-	NEUROG3	627
chr19	11239618	11241943	NM_018687	1.373	+	C19orf80	628
chr9	138040502	138045071	NR_121582	1.372	-	LOC101928786	629
chr7	129611701	129757082	NM_001293163	1.371	+	NRF1	630
chr7	129611701	129757082	NM_001293164	1.371	+	NRF1	631
chr7	129611701	129757082	NM_005011	1.371	+	NRF1	632
chr11	126202093	126211692	NM_032795	1.371	-	RPUSD4	633
chr11	126202093	126211692	NM_001144827	1.371	-	RPUSD4	634
chr11	126211723	126262984	NM_024556	1.370	+	FAM118B	635
chr19	12875210	12881521	NM_001375	1.370	-	DNASE2	636
chr3	160256985	160399532	NM_020800	1.368	-	IFT80	637
chr3	160256985	160399532	NM_001190241	1.368	-	IFT80	638
chr1	156722620	156727913	NM_030980	1.366	-	ISG20L2	639
chr5	135334380	135399887	NM_004893	1.365	-	H2AFY	640
chr19	3585570	3593541	NM_133261	1.364	+	GIPC3	641
chr17	64449114	64468643	NM_001291317	1.363	+	MILR1	642
chr17	64449114	64468643	NM_001291316	1.363	+	MILR1	643
chr17	64449114	64468643	NM_001085423	1.363	+	MILR1	644
chr19	1071220	1087831	NM_001282335	1.362	+	HMHA1	645
chr3	160399303	160434961	NM_001288753	1.362	+	SMC4	646
chr3	160399303	160434961	NM_001002800	1.362	+	SMC4	647
chr8	22059144	22082527	NM_001114138	1.362	+	DMTN	648
chr8	22059144	22082527	NM_001302816	1.362	+	DMTN	649
chr8	22059144	22082527	NM_001978	1.362	+	DMTN	650
chr19	3982506	3982572	NR_002602	1.360	-	SNORD37	651
chr19	1076633	1087831	NM_001282334	1.360	+	HMHA1	652
chr1	156721890	156728439	NM_001303095	1.358	-	ISG20L2	653
chr11	68044793	68044957	NR_106811	1.358	+	MIR6753	654
chr1	156728470	156736960	NM_015997	1.358	+	RRNAD1	655
chr1	156728470	156736960	NM_001142560	1.358	+	RRNAD1	656
chr8	22713251	22927908	NM_144962	1.358	-	PEBP4	657
chr11	68033896	68033981	NR_039840	1.357	+	MIR4691	658
chr6	30720200	30725426	NM_001293214	1.353	+	TUBB	659
chr6	30720200	30725426	NM_178014	1.353	+	TUBB	660
chr6	30720200	30725426	NM_001293213	1.353	+	TUBB	661
chr6	30720200	30725426	NR_120608	1.353	+	TUBB	662
chr21	46286352	46297751	NM_058181	1.353	+	YBEY	663
chr21	46286352	46292197	NM_001006114	1.353	+	YBEY	664
chr1	201283451	201332993	NM_000299	1.353	+	PKP1	665
chr1	201283451	201332993	NM_001005337	1.353	+	PKP1	666
chr5	131423920	131635236	NM_001164387	1.352	-	RAPGEF6	667
chr5	131463614	131635236	NM_001164390	1.352	-	RAPGEF6	668
chr5	131423920	131635236	NM_016340	1.352	-	RAPGEF6	669
chr5	131435823	131635236	NM_001164389	1.352	-	RAPGEF6	670
chr5	131423920	131635236	NM_001164388	1.352	-	RAPGEF6	671
chr5	131423920	131635236	NM_001164386	1.352	-	RAPGEF6	672
chr6	26285125	26285499	NM_003543	1.351	-	HIST1H4H	673
chr19	49054273	49055740	NM_033142	1.350	-	CGB7	674
chr11	66510647	66533613	NM_024649	1.350	+	BBS1	675
chr14	100945648	100945719	NR_003237	1.349	+	SNORD113-9	676
chr8	144994864	144998897	NR_002807	1.349	+	TMED10P1	677
chr17	43170470	43211689	NM_031862	1.349	+	NBR1	678
chr6	1312439	1314758	NM_033260	1.348	+	FOXQ1	679
chr6	30721548	30725426	NM_001293215	1.347	+	TUBB	680
chr6	30721548	30725426	NM_001293216	1.347	+	TUBB	681
chr6	30721548	30725426	NM_001293212	1.347	+	TUBB	682
chr17	43148365	43170403	NR_110868	1.347	-	LOC101929767	683
chr1	201403766	201421746	NM_003281	1.346	-	TNNI1	684
chr12	51424809	51515763	NM_001039960	1.344	+	SLC4A8	685
chr12	51424809	51441179	NR_047672	1.344	+	SLC4A8	686
chr12	51424809	51474577	NM_001258402	1.344	+	SLC4A8	687
chr14	64214140	64226451	NM_182913	1.344	+	SYNE2	688
chr1	154924731	154937008	NM_006556	1.343	-	PMVK	689
chr17	43170969	43211689	NM_001291572	1.342	+	NBR1	690
chr17	43170969	43209857	NM_001291571	1.342	+	NBR1	691
chr17	43170969	43211689	NM_005899	1.342	+	NBR1	692
chr15	48120971	48142392	NM_205850	1.342	+	SLC24A5	693
chr19	47801242	47803604	NM_198479	1.342	-	TPRX1	694
chr5	173056351	173139288	NM_153607	1.342	+	CREBRF	695
chr5	173056351	173092330	NM_001168394	1.342	+	CREBRF	696
chr5	173056351	173092330	NM_001168393	1.342	+	CREBRF	697
chr10	2005472	2014348	NR_040253	1.341	-	LINC00700	698
chr3	50299888	50312381	NM_153281	1.340	-	HYAL1	699
chr11	68032863	68032922	NR_106963	1.338	+	MIR7113	700
chr16	770182	770277	NR_030384	1.337	+	MIR662	701
chr16	2839572	2842751	NR_026864	1.336	-	PRSS30P	702
chr12	51425116	51480607	NM_001258403	1.335	+	SLC4A8	703
chr17	64498255	64506366	NM_004396	1.333	-	DDX5	704
chr5	39371673	39425233	NM_001343	1.331	-	DAB2	705
chr5	39371673	39425233	NM_001244871	1.331	-	DAB2	706
chr15	64155814	64163155	NM_000942	1.329	-	PPIB	707
chr2	26970370	27027219	NM_012326	1.328	+	MAPRE3	708
chr14	74239471	74262738	NM_182894	1.328	+	VSX2	709
chr8	142176338	142176418	NR_039682	1.328	+	MIR4472-1	710
chr11	62615295	62622175	NM_012200	1.326	-	B3GAT3	711
chr11	62615295	62622175	NM_001288721	1.326	-	B3GAT3	712
chr11	62615295	62622175	NM_001288723	1.326	-	B3GAT3	713
chr11	62615295	62622175	NM_001288722	1.326	-	B3GAT3	714
chr11	62615295	62622175	NR_109991	1.326	-	B3GAT3	715
chr9	137255306	137273548	NM_015456	1.324	+	NELFB	716
chr19	49151198	49155424	NM_002152	1.324	-	HRC	717
chr17	40388520	40417950	NM_001067	1.324	-	TOP2A	718
chr19	41114447	41128376	NM_000774	1.323	+	CYP2F1	719
chr14	64215953	64226451	NM_182910	1.320	+	SYNE2	720
chr1	64505913	64693058	NM_001293274	1.320	+	CACHD1	721
chr3	58008399	58172255	NM_001164318	1.317	+	FLNB	722
chr3	58008399	58172255	NM_001457	1.317	+	FLNB	723
chr3	58008399	58172255	NM_001164319	1.317	+	FLNB	724
chr3	58008399	58172255	NM_001164317	1.317	+	FLNB	725
chr15	101175722	101251932	NM_014918	1.316	-	CHSY1	726
chr15	101272181	101277520	NM_018445	1.316	-	VIMP	727
chr15	101270908	101277520	NM_203472	1.316	-	VIMP	728
chr17	75272979	75289449	NM_001126121	1.313	-	SLC25A19	729
chr17	75272979	75289449	NM_001126122	1.313	-	SLC25A19	730
chr17	75272979	75289449	NM_021734	1.313	-	SLC25A19	731
chr9	137250218	137253497	NR_038389	1.312	-	C9orf173-AS1	732
chr5	142592177	142621355	NM_001144892	1.311	-	FGF1	733
chr5	142592177	142621355	NM_001257212	1.311	-	FGF1	734
chr20	35433348	35438190	NM_000557	1.310	-	GDF5	735
chr19	49114360	49118460	NM_022165	1.308	+	LIN7B	736
chr8	41660443	41660507	NR_106984	1.308	+	MIR486-2	737
chr21	46235124	46285394	NM_003906	1.306	-	MCM3AP	738
chr8	41660440	41660508	NR_030161	1.305	-	MIR486-1	739
chr1	151870866	151909885	NM_053055	1.305	-	THEM4	740
chr19	2476124	2478259	NM_015675	1.305	+	GADD45B	741
chr19	1450148	1473244	NM_005883	1.305	+	APC2	742
chr17	76274048	76307680	NM_032134	1.304	-	QRICH2	743
chr17	76274048	76307680	NR_130649	1.304	-	QRICH2	744
chr15	41559021	41579338	NM_006293	1.304	+	TYRO3	745
chr11	68030616	68036647	NM_002496	1.303	+	NDUFS8	746
chr17	48529444	48530910	NM_002144	1.303	-	HOXB1	747
chr1	225936597	225941383	NM_001172425	1.301	-	LEFTY2	748
chr1	225936597	225941383	NM_003240	1.301	-	LEFTY2	749
chr2	11542724	11592146	NM_033090	1.300	+	GREB1	750
chr11	47270656	47272110	NR_120569	1.299	-	LOC101928943	751
chr16	89575767	89597246	NM_014427	1.298	+	CPNE7	752
chr16	89575767	89597246	NM_153636	1.298	+	CPNE7	753
chr11	47270656	47272075	NR_120568	1.298	-	LOC101928943	754
chr19	49085139	49108613	NM_001301069	1.298	+	SNRNP70	755
chr19	49085139	49108613	NM_003089	1.298	+	SNRNP70	756
chr17	64507039	64537944	NM_138363	1.297	+	CEP95	757
chr1	203494142	203508949	NM_014359	1.290	+	OPTC	758
chr7	47621938	47629893	NR_108090	1.288	+	LINC01447	759
chr3	187368379	187371581	NM_022147	1.287	+	RTP4	760
chr1	202003123	202003236	NR_106798	1.283	+	MIR6740	761
chr1	100083545	100133095	NM_194292	1.282	-	SASS6	762
chr1	100083545	100133095	NM_001304829	1.282	-	SASS6	763
chr19	47821841	47843329	NM_000554	1.282	+	CRX	764
chr11	47248299	47269033	NM_001251934	1.282	+	NR1H3	765
chr11	47248299	47269033	NM_001251935	1.282	+	NR1H3	766
chr3	195746765	195811973	NM_138297	1.281	-	MUC4	767
chr3	195746765	195811973	NM_004532	1.281	-	MUC4	768
chr3	195746765	195811973	NM_018406	1.281	-	MUC4	769
chr1	100133149	100150498	NM_019083	1.281	+	TRMT13	770
chr5	43065186	43066971	NR_034127	1.281	-	LOC100132356	771
chr19	49157758	49211841	NM_001195227	1.280	+	TRPM4	772
chr19	49157758	49211841	NM_017636	1.280	+	TRPM4	773
chr5	43067022	43093558	NR_102752	1.279	+	LOC100506639	774
chr16	69565807	69565868	NR_031719	1.279	-	MIR1538	775
chr2	27307396	27308262	NM_003353	1.278	-	UCN	776
chr1	202010561	202017187	NM_004433	1.276	+	ELF3	777
chr1	202010561	202017187	NM_001114309	1.276	+	ELF3	778
chr19	1205798	1228435	NM_000455	1.275	+	STK11	779
chr11	47239301	47248628	NM_001302489	1.275	-	ACP2	780
chr11	62593202	62601840	NM_004739	1.274	-	MTA2	781
chr16	69565965	69704666	NM_138714	1.274	+	NFAT5	782
chr16	69565965	69704666	NM_006599	1.274	+	NFAT5	783
chr16	69565965	69704666	NM_173214	1.274	+	NFAT5	784
chr16	69565965	69704666	NM_138713	1.274	+	NFAT5	785
chr16	69565965	69695688	NM_173215	1.274	+	NFAT5	786
chr16	69565965	69704666	NM_001113178	1.274	+	NFAT5	787
chr11	47239301	47248847	NM_001610	1.270	-	ACP2	788
chr11	47239301	47248847	NM_001302490	1.270	-	ACP2	789
chr11	47239301	47248847	NM_001302491	1.270	-	ACP2	790
chr11	47239301	47248847	NM_001302492	1.270	-	ACP2	791
chr21	44885953	44920962	NM_001303238	1.270	-	ITGB2	792
chr21	44921034	44929680	NR_038312	1.270	+	ITGB2-AS1	793
chr21	44921034	44929680	NR_038311	1.270	+	ITGB2-AS1	794
chr21	44921034	44929680	NR_038316	1.270	+	ITGB2-AS1	795
chr21	44921034	44929680	NR_038315	1.270	+	ITGB2-AS1	796
chr21	44921034	44929680	NR_038314	1.270	+	ITGB2-AS1	797
chr21	44921034	44929680	NR_038313	1.270	+	ITGB2-AS1	798
chr21	44885953	44921050	NM_000211	1.270	-	ITGB2	799
chr5	38445475	38465480	NM_182801	1.269	+	EGFLAM	800
chr11	47248897	47269033	NM_001130102	1.269	+	NR1H3	801
chr7	87934250	88182113	NM_021721	1.267	+	ADAM22	802
chr7	87934250	88202889	NM_021722	1.267	+	ADAM22	803
chr7	87934250	88202889	NM_016351	1.267	+	ADAM22	804
chr7	87934250	88202889	NM_021723	1.267	+	ADAM22	805
chr7	87934250	88182113	NM_004194	1.267	+	ADAM22	806
chr5	173786789	173790942	NR_108028	1.267	-	LINC01485	807
chr5	43014728	43067439	NR_104651	1.265	-	LOC648987	808
chr3	50299888	50303601	NR_047690	1.264	-	HYAL1	809
chr3	50299888	50303601	NM_033159	1.264	-	HYAL1	810
chr3	50299888	50303601	NM_153282	1.264	-	HYAL1	811
chr3	50299888	50303601	NM_153285	1.264	-	HYAL1	812
chr3	50299888	50303601	NM_153283	1.264	-	HYAL1	813
chr2	47086990	47155378	NM_001163561	1.262	-	C2orf61	814
chr2	47128447	47155378	NM_173649	1.262	-	C2orf61	815
chr1	156699607	156705816	NM_001199723	1.261	-	CRABP2	816
chr6	30699806	30717681	NM_014641	1.260	-	MDC1	817
chr10	73631611	73641757	NM_021245	1.259	-	MYOZ1	818
chr1	154957025	154961782	NM_138300	1.258	-	PYGO2	819
chr11	47418768	47426473	NM_002804	1.257	-	PSMC3	820
chr1	156699607	156705667	NM_001878	1.257	-	CRABP2	821
chr19	55676624	55695767	NM_001130071	1.257	+	EPN1	822
chr11	47270119	47330031	NM_130475	1.256	+	MADD	823
chr11	47270119	47330031	NM_130476	1.256	+	MADD	824
chr11	47270119	47330031	NM_001135943	1.256	+	MADD	825
chr16	4340250	4351372	NM_016069	1.255	-	PAM16	826
chr16	57758216	57798017	NM_001130099	1.254	-	KIFC3	827
chr19	36605304	36628597	NM_032825	1.253	+	ZNF382	828
chr19	36605304	36628597	NM_001256838	1.253	+	ZNF382	829
chr19	49067417	49072941	NM_031886	1.253	-	KCNA7	830
chr19	36543614	36605276	NM_001145649	1.252	-	ZNF529	831
chr19	36543614	36605276	NM_001145650	1.252	-	ZNF529	832
chr19	36580250	36605276	NR_027239	1.252	-	ZNF529	833
chr16	729754	741038	NM_022493	1.250	-	NARFL	834
chr16	729754	741038	NM_001304799	1.250	-	NARFL	835
chr1	153561108	153565830	NM_005978	1.250	-	S100A2	836
chr9	33167858	33179983	NR_108108	1.250	+	B4GALT1-AS1	837
chr9	33110640	33167358	NM_001497	1.249	-	B4GALT1	838
chr9	33166947	33179983	NR_108110	1.249	+	B4GALT1-AS1	839
chr9	33166947	33179983	NR_108109	1.249	+	B4GALT1-AS1	840
chr7	131309743	131327779	NR_125364	1.248	-	MKLN1-AS	841
